0,1,2,3,4,5,6,7,8,9,10,target
1.3699333135005183,0.9896535219097364,-0.8057359456212212,0.38735543602644007,-1.044695055097169,-1.2518417526848822,0.9669459758041495,-0.9177281402309064,-0.9778453526229608,-0.5163661687968943,-0.3476699599803226,0
-0.8202397067462264,0.9896535219097364,-0.6136887987277151,1.3915677083469293,0.32581864415386586,-0.4709482156131224,-1.0341839410090738,0.05616907435319352,1.02265659627835,1.4835028040803107,-1.6050009622252295,0
1.4197099730515808,0.9896535219097364,-1.2415362356167752,-0.730270434561923,-1.7350738788716553,0.2231793728951085,0.9669459758041495,-0.9941926828634451,-0.9778453526229608,0.4835683176417082,-1.4122024678829999,0
1.071273356194144,0.9896535219097364,-0.995925861261712,0.19802130811755983,0.5878128892971496,-0.9915439069942955,-1.0341839410090738,0.8975830070727674,-0.9778453526229608,0.4835683176417082,-0.088253116684657,0
-1.2682296427057878,-1.0104546468649935,-1.3966631201653907,-1.2449323086294992,-0.5692704451414157,1.0908388585303972,0.9669459758041495,-1.3671896983446747,-0.9778453526229608,-1.0163334120161955,0.16904333751904493,0
-1.1188996640526006,0.9896535219097364,-0.6589359091100105,-0.9619074856782839,0.6049884585669757,1.0040729099668682,0.9669459758041495,0.7469027710538705,1.02265659627835,-1.5163006552354967,-0.3935591326585691,0
-0.4220264303377273,0.9896535219097364,-1.093195724959351,1.4339605850831787,1.2226276234874245,-1.338607701248411,0.9669459758041495,-2.3363193109833946,1.02265659627835,-0.5163661687968943,-0.9223174534038903,0
-0.5215797494398521,0.9896535219097364,0.6311969939984532,-0.9984172761447659,0.9713529901258373,-0.29741631848606465,-1.0341839410090738,1.2181663021940867,1.02265659627835,0.4835683176417082,0.005826159021296356,0
0.9717200370920194,0.9896535219097364,0.1413174414729941,0.5725198293947171,-0.7747310513077702,-0.4709482156131224,0.9669459758041495,-0.7669845557375806,1.02265659627835,0.9835355608610095,1.8608358817474318,0
-1.6664429191142869,0.9896535219097364,-0.5648338522064807,0.30749794380566114,1.4176485796688816,-1.5121395983754686,0.9669459758041495,0.8699207345923999,-0.9778453526229608,-0.01639892557759305,-0.22124016291951673,0
0.7228367393367074,0.9896535219097364,0.5216598659306267,0.01108294696598076,1.3824131350527444,-0.9047779584307667,-1.0341839410090738,-2.2130174009742998,1.02265659627835,0.4835683176417082,-1.3140256796541645,0
-0.12336647303135304,-1.0104546468649935,-0.39311016457407855,-0.9263929182925037,-0.5973320666831564,-1.1650758041213531,-1.0341839410090738,-0.47598571999180606,-0.9778453526229608,-1.5163006552354967,-1.334555507148888,0
